state,district,market,commodity,min_price,max_price,modal_price
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Sweet Corn ,4000,4500,4250
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Cauliflower,1430,1460,1450
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Gur(Jaggery),4325,4350,4340
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Cabbage,1020,1040,1030
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Raddish,1225,1260,1250
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Arhar Dal(Tur Dal),10380,10415,10400
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Bitter gourd,3000,6000,4500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Carrot,800,1500,1200
Uttar Pradesh,Agra,Khairagarh APMC,Bajra(Pearl Millet/Cumbu),1700,1800,1750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Carrot,5500,6000,5750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),7500,8000,7750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Onion Green,3000,3500,3250
Tripura,North Tripura,Kanchanpur,Bitter gourd,7800,8000,7900
Tripura,North Tripura,Kanchanpur,Green Chilli,13000,13500,13250
Tripura,North Tripura,Kanchanpur,Potato,1200,1400,1300
Tripura,North Tripura,Kanchanpur,Masur Dal,9000,9800,9400
Tripura,Dhalai,Masli,Bitter gourd,4000,6000,5000
Tripura,Dhalai,Masli,Brinjal,1000,1500,1200
Tripura,Dhalai,Masli,Green Chilli,7000,7500,7200
Tripura,Dhalai,Masli,Potato,1200,1500,1300
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Bottle gourd,2000,2500,2250
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Green Chilli,4500,5000,4750
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Tapioca,2500,3000,2750
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),3000,3500,3250
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),4000,4500,4250
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Mint(Pudina),3500,4000,3750
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Coriander(Leaves),2500,2500,2500
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Papaya,4000,4000,4000
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Tomato,2000,2000,2000
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Green Chilli,3000,4000,3500
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Beans,5000,5000,5000
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Green Avare(W),5000,11000,8000
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Lime,4000,4000,4000
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Guava,4000,5000,4500
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Yam(Ratalu),7000,7000,7000
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Colacasia,7000,7000,7000
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ) APMC,Banana,4000,4000,4000
Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ) APMC,Potato,3000,3000,3000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Potato,3000,4000,3500
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Pumpkin,2000,2000,2000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),3500,4000,3750
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Tomato,2000,2000,2000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Beetroot,3000,3000,3000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Drumstick,3000,3000,3000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),5000,7000,6000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Lemon,9000,9000,9000
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Mint(Pudina),4000,4000,4000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4000,4000,4000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Beans,6000,6000,6000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Coconut,6000,6000,6000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Green Avare(W),7000,9000,8000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),5000,7000,6000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Jack Fruit(Ripe),6000,6000,6000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Guava,5000,5000,5000
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,Onion Green,3000,3000,3000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Banana,8000,8000,8000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Green Chilli,4000,4000,4000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Beans,6000,6000,6000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Raddish,2500,2500,2500
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Thondekai,5000,5000,5000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Chow Chow,3000,3000,3000
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),6000,7000,6500
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Tomato,1500,1600,1550
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),3800,4000,3900
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Coconut,6400,6800,6600
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Carrot,3200,3400,3300
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Raddish,900,1000,950
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Knool Khol,3600,3800,3700
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),2600,2800,2700
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Lemon,15500,16000,15750
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Potato,2800,3000,2900
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Bitter gourd,3600,3800,3700
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Sweet Potato,2800,3000,2900
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Snakeguard,2800,3000,2900
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),3300,3500,3400
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Chow Chow,3800,4000,3900
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Drumstick,3800,4000,3900
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Lemon,14500,15000,14750
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Garlic,15500,16000,15750
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Coriander(Leaves),6500,7000,6750
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3000,3500,3250
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Green Chilli,4200,4500,4350
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Coconut,6000,6500,6250
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Beetroot,2600,3000,2800
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Sweet Potato,2000,2400,2200
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Cabbage,1600,2000,1800
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Raddish,1200,1400,1300
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Guava,4500,5000,4750
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Tamarind Fruit,13500,14000,13750
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,5500,6000,5750
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Mint(Pudina),5500,6000,5750
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Cauliflower,3000,3000,3000
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Groundnut,6800,6800,6800
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3600,3600,3600
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Tapioca,2000,2500,2250
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Sweet Potato,2000,2000,2000
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),3500,3800,3650
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3600,3600,3600
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Garlic,40000,45000,42500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Brinjal,8000,9600,8800
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Banana - Green,1500,2000,1750
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Coriander(Leaves),3000,3600,3300
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Cabbage,2500,3000,2750
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Raddish,3000,4000,3500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Thondekai,2500,3000,2750
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Chow Chow,2500,3000,2750
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),7000,8000,7500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Mashrooms,20000,22500,21250
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Cauliflower,3500,4000,3750
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Tomato,1500,2000,1750
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),3600,4000,3800
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Thondekai,2400,3000,2700
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Green Avare(W),7000,8000,7500
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Drumstick,4000,5000,4500
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Yam(Ratalu),7600,8000,7800
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Brinjal,3000,3200,3100
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Bottle gourd,1200,1500,1350
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Tender Coconut,3500,4000,3750
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Bottle gourd,800,1000,900
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Amaranthus,4200,4500,4350
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Banana - Green,3200,3500,3350
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Potato,2800,3000,2900
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Cluster beans,2400,2600,2500
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Snakeguard,3200,3500,3350
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Raddish,2400,2600,2500
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Banana,2400,2800,2600
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),3500,4000,3750
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Beans,5000,5400,5200
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Chow Chow,1800,2200,2000
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Onion Green,2000,2500,2250
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Cauliflower,2500,3500,3000
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Banana,4500,5500,5000
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Coriander(Leaves),3000,4500,3750
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Tomato,800,1500,1150
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Ashgourd,1500,2000,1750
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Beans,3500,5000,4250
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Sweet Potato,3000,4000,3500
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Beetroot,2000,2500,2250
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),2000,3000,2500
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Raddish,2500,3000,2750
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Tamarind Fruit,11000,12500,11750
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),6000,8000,7000
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Onion Green,3000,4000,3500
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Sweet Corn ,2000,3000,2500
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3500,4000,3750
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Bitter gourd,3500,4000,3750
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Green Chilli,2000,2500,2250
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Banana - Green,1500,2000,1750
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Tomato,1500,2000,1750
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Onion Green,4500,5000,4750
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Orange,6000,6000,6000
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Papaya,3000,3000,3000
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Coconut,4000,5000,4500
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Beetroot,3500,3500,3500
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Onion Green,4000,4000,4000
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Onion,3000,3200,3100
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Brinjal,1600,2000,1800
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Green Peas,5000,6000,5500
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Tomato,1500,2000,1750
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Bitter gourd,3000,3600,3300
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Bottle gourd,1000,1500,1250
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4000,4400,4200
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Cowpea(Veg),3000,3500,3250
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Beans,6500,7000,6750
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Ginger(Green),7500,8000,7750
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Coconut,6000,6500,6250
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Sweet Potato,2500,3000,2750
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Cluster beans,3600,4000,3800
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Green Avare(W),6000,8000,7000
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Chow Chow,2800,3000,2900
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),5000,6000,5500
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Knool Khol,4500,5000,4750
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Turnip,4000,5000,4500
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),7500,8000,7750
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Onion Green,3000,3500,3250
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Banana - Green,3400,4000,3700
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Carrot,5200,6000,5600
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Beetroot,5000,6000,5500
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3000,3500,3250
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Green Avare(W),7000,8000,7500
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Onion Green,3000,3500,3250
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Mint(Pudina),3400,4000,3700
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ) APMC,Papaya,3000,3500,3250
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ) APMC,Bottle gourd,1200,1500,1350
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ) APMC,Green Chilli,4500,5000,4750
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ) APMC,Raddish,1800,2000,1900
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ) APMC,Onion Green,3000,3500,3250
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ) APMC,Banana - Green,3500,4000,3750
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ) APMC,Bottle gourd,500,1000,750
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3000,3500,3250
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ) APMC,Green Avare(W),6000,8000,7000
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ) APMC,Drumstick,2500,3000,2750
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Cauliflower,2000,2500,2250
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Banana,7000,8000,7500
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Grapes,8000,10000,9000
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Cluster beans,5000,6000,5500
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Banana - Green,4000,5000,4500
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Ginger(Green),6000,7000,6500
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Garlic,14000,16000,15000
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Snakeguard,2500,3000,2750
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Capsicum,2500,3000,2750
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),3000,3500,3250
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Pomegranate,15000,20000,17500
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),7000,8000,7500
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Onion,2000,2500,2250
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Arhar(Tur/Red Gram)(Whole),4000,4500,4250
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Bitter gourd,2000,2400,2200
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Green Chilli,4500,5000,4750
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Carrot,4500,5000,4750
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Potato,2000,2400,2200
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Snakeguard,2200,2600,2400
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Beetroot,2500,3000,2750
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Chow Chow,2500,3000,2750
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Knool Khol,2500,3000,2750
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Tender Coconut,3000,4000,3500
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Lemon,12000,14000,13000
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),9000,10000,9500
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Potato,2500,3000,2750
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Garlic,13000,16000,14500
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Cauliflower,1500,2000,1750
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Banana,6000,8000,7000
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4500,5500,5000
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Banana - Green,3500,4000,3750
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Beans,5500,6000,5750
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Ginger(Green),7000,7500,7250
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Carrot,2500,4500,3500
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Papaya,3500,4000,3750
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Cluster beans,5000,6000,5500
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),2000,2500,2250
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Mint(Pudina),2500,3000,2750
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Garlic,15000,16000,15500
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Ashgourd,2500,3000,2750
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Beans,5000,6000,5500
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Capsicum,3000,4000,3500
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Chow Chow,1000,1500,1250
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3000,4000,3500
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Mint(Pudina),2000,3000,2500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Garlic,14000,14000,14000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Cauliflower,2000,2500,2250
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Apple,18000,20000,19000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Pineapple,7000,7000,7000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Green Peas,5000,6000,5500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Tomato,1800,2000,1900
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Amaranthus,3000,3600,3300
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Green Chilli,3000,3600,3300
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Tapioca,2000,2500,2250
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Ginger(Green),8000,9000,8500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Capsicum,5500,5500,5500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Lime,10000,12000,11000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Pomegranate,22000,27000,24500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Mashrooms,22000,25000,23500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),5000,6000,5500
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Rose(Local),8000,8000,8000
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Sweet Corn ,3000,3000,3000
